City,Area_sqft,Bedrooms,Bathrooms,Balcony,Age,Price
Bangalore,2261,1,4,2,23,34245000
Trivandrum,1573,3,4,2,28,15473500
Ahmedabad,3247,4,3,2,13,26836000
Nagpur,3320,4,2,0,27,20884000
Delhi,3811,2,2,1,3,69158000
Pune,528,3,1,1,17,7174000
Trivandrum,837,1,2,1,9,8241500
Indore,1150,2,2,2,17,7260000
Hyderabad,2948,4,2,0,11,33048000
Delhi,3529,2,4,2,18,64102000
Nagpur,1621,2,3,1,7,10650200
Hyderabad,2658,5,4,2,0,30628000
Visakhapatnam,1301,2,4,2,13,10047200
Indore,2492,2,3,1,22,15252000
Chennai,3568,3,4,2,5,43806000
Visakhapatnam,1702,2,1,2,13,12574400
Chandigarh,2982,1,1,0,1,41998000
Nagpur,1833,4,4,2,8,12444600
Pune,2908,3,2,0,28,37934000
Coimbatore,790,2,4,1,11,6565000
Patna,1467,1,2,0,4,7645000
Indore,426,4,4,2,1,3776000
Chandigarh,3241,3,1,1,18,45664000
Bhopal,3568,1,2,2,6,21124400
Trivandrum,3422,2,1,2,6,32969000
Chandigarh,947,5,4,0,9,14308000
Nagpur,3068,5,3,2,16,19971600
Visakhapatnam,966,3,2,0,25,7145200
Trivandrum,1103,1,2,1,13,10688500
Visakhapatnam,1642,4,4,1,26,12462400
Chennai,584,1,4,2,10,7598000
Chandigarh,3540,5,2,0,27,50010000
Kochi,3601,3,3,2,19,36600000
Visakhapatnam,1990,2,4,2,5,15168000
Chennai,2313,1,4,2,7,28406000
Trivandrum,1247,5,4,2,18,12876500
Bhopal,998,4,3,0,29,6168400
Vadodara,1205,3,2,2,18,9889000
Kochi,1757,2,1,1,23,17610000
Delhi,3625,1,4,0,23,65420000
Coimbatore,2526,4,3,2,23,19605000
Chennai,3026,2,2,0,16,36532000
Nagpur,2278,5,2,2,23,14813600
Trivandrum,2860,5,3,1,23,27900000
Mysore,945,4,4,1,17,7246000
Coimbatore,2032,5,1,1,11,15970000
Visakhapatnam,2616,3,4,0,8,19605200
Bangalore,3128,4,2,1,22,47400000
Ahmedabad,3030,5,1,2,23,24810000
Nagpur,2962,1,4,2,15,18854400
Lucknow,3785,5,1,2,17,25292500
Chennai,2479,3,3,0,15,30258000
Patna,2734,2,4,0,15,14150000
Delhi,3041,2,2,1,3,55298000
Surat,3514,5,2,0,22,30419000
Bhopal,2326,2,1,2,21,13650800
Chennai,1016,5,3,2,6,13342000
Chandigarh,3472,3,4,2,0,49698000
Kolkata,2717,2,3,0,23,24653000
Indore,1603,1,3,2,28,9728000
Lucknow,2159,5,1,1,22,14543500
Kolkata,2965,2,1,0,28,26545000
Bhopal,3574,3,4,2,19,21439200
Kolkata,3481,3,2,2,0,32179000
Surat,3030,1,4,0,7,26245000
Lucknow,3561,3,3,0,25,23456500
Lucknow,625,3,1,1,22,4272500
Chennai,1069,2,3,0,7,13348000
Mysore,2163,5,1,2,9,15558400
Chennai,1316,4,2,1,0,16712000
Vadodara,2573,3,3,2,20,20639400
Kolkata,3403,3,1,2,24,30877000
Vadodara,3680,4,4,2,20,29544000
Mumbai,3568,3,4,0,28,89570000
Indore,2521,2,4,0,13,15646000
Bhopal,1614,2,3,2,13,9921200
Lucknow,2105,4,1,0,9,14222500
Visakhapatnam,2242,3,1,2,27,16332400
Bhopal,2383,3,1,0,18,14031400
Vadodara,455,5,3,0,24,4179000
Vadodara,1119,3,1,0,28,8738200
Trivandrum,3000,2,2,1,15,28820000
Vadodara,2479,1,3,0,8,19686200
Jaipur,3998,1,2,1,19,28076000
Jaipur,973,1,2,1,15,6981000
Visakhapatnam,1066,1,4,1,19,8005200
Lucknow,683,3,3,2,26,4889500
Lucknow,2144,3,1,0,7,14366000
Ahmedabad,3965,5,2,2,6,32750000
Nagpur,2634,3,3,1,10,17020800
Surat,897,1,1,0,20,7494500
Hyderabad,1865,4,4,2,5,21655000
Chennai,529,4,3,1,14,7108000
Patna,1038,2,3,2,18,5650000
Kochi,3763,2,3,2,13,38190000
Chennai,2561,3,1,0,14,31022000
Kolkata,3670,4,2,0,5,33770000
Lucknow,2460,1,2,2,28,15980000
Patna,3742,1,3,0,23,18760000
Kochi,3686,1,3,0,9,37190000
Chennai,2891,3,1,2,13,35162000
Lucknow,3983,3,4,0,15,26519500
Mumbai,2894,5,3,0,12,73220000
Patna,1385,1,3,1,10,7315000
Hyderabad,1392,1,4,0,24,15462000
Visakhapatnam,3162,3,3,1,2,23616400
Surat,2521,3,2,2,7,22138500
Bangalore,2984,5,3,1,27,45410000
Indore,500,5,2,2,2,4110000
Delhi,2623,2,1,0,1,47614000
Mumbai,826,4,1,0,20,20970000
Trivandrum,3588,1,2,1,13,34296000
Surat,3637,1,2,2,19,31084500
Vadodara,440,5,4,0,28,4102000
Nagpur,828,5,2,1,20,5803600
Hyderabad,743,2,2,1,21,8373000
Visakhapatnam,3895,4,3,1,14,28804000
Bangalore,765,2,4,0,2,12215000
Kolkata,3591,4,2,2,0,33319000
Chandigarh,1008,1,2,0,14,14222000
Lucknow,3104,2,2,0,19,20336000
Jaipur,1127,5,3,2,21,8739000
Coimbatore,2676,2,3,1,1,20790000
Bhopal,1224,2,3,0,17,7419200
Delhi,3601,1,1,1,0,65168000
Bangalore,1775,5,3,1,8,27655000
Kolkata,1288,5,2,2,2,12702000
Trivandrum,2443,3,3,2,1,24158500
Patna,1741,3,3,2,3,9615000
Bangalore,3431,3,4,1,15,52175000
Lucknow,3283,1,2,1,21,21389500
Vadodara,3808,2,3,0,0,30362400
Kolkata,1696,5,1,1,8,16054000
Jaipur,516,5,4,2,24,4522000
Surat,3265,2,3,2,7,28432500
Chandigarh,2815,5,4,2,5,40700000
Kolkata,1517,2,4,2,19,14213000
Coimbatore,567,1,1,1,17,4262500
Kochi,3401,1,1,2,15,34140000
Chennai,2138,1,1,0,7,25786000
Pune,1764,2,2,1,22,23112000
Lucknow,3108,2,4,2,27,20602000
Kolkata,1094,4,3,0,29,10226000
Bhopal,1324,5,1,2,3,8649200
Coimbatore,551,5,1,1,2,5042500
Chennai,985,4,4,1,14,12700000
Ahmedabad,1312,4,4,0,5,11476000
Hyderabad,2721,1,4,1,0,30641000
Mumbai,1977,4,3,0,17,50045000
Chennai,895,2,2,2,22,11000000
Bangalore,2548,3,2,1,10,38790000
Jaipur,956,2,1,2,2,7232000
Ahmedabad,1505,4,2,2,29,12460000
Mumbai,1952,5,3,1,12,49750000
Pune,2520,2,2,2,16,33140000
Jaipur,3485,5,3,0,17,25165000
Kolkata,3904,2,1,0,25,35056000
Chennai,556,5,4,0,25,7402000
Bhopal,1134,2,3,1,13,7057200
Surat,2579,5,4,2,24,22831500
Delhi,3809,3,1,2,6,69172000
Hyderabad,3466,1,3,2,6,38676000
Indore,1827,2,3,2,13,11522000
Trivandrum,3847,3,2,0,25,36736500
Ahmedabad,958,1,3,1,23,7794000
Pune,2554,2,1,0,14,33342000
Ahmedabad,2712,3,4,0,11,22406000
Patna,3676,3,3,1,11,19050000
Bangalore,3550,3,1,1,7,53760000
Vadodara,554,4,1,0,15,4741200
Indore,3435,5,3,2,8,21720000
Bangalore,1396,1,2,1,1,21390000
Vadodara,2694,5,3,1,13,21943200
Pune,930,5,3,0,23,12740000
Delhi,3305,5,2,2,23,60180000
Indore,2371,3,1,1,28,14316000
Delhi,2985,5,3,0,15,54540000
Pune,1128,4,2,1,4,15504000
Surat,1577,2,4,2,4,14264500
Bangalore,553,3,4,0,19,8845000
Delhi,491,1,2,0,29,8648000
Mysore,3904,2,1,2,20,26727200
Ahmedabad,2785,2,2,0,17,22480000
Vadodara,1903,2,1,2,17,15083400
Indore,2116,5,4,0,4,13846000
Chennai,3602,5,3,2,10,44294000
Hyderabad,2897,3,2,1,12,32397000
Bhopal,2416,5,4,1,2,15282800
Visakhapatnam,3257,5,3,1,16,24320400
Nagpur,1186,5,4,0,24,8103200
Lucknow,672,3,2,2,17,4878000
Nagpur,2427,3,2,2,13,15637400
Indore,3035,4,3,1,11,19030000
Surat,576,4,2,1,13,5556000
Nagpur,3278,4,4,1,25,20983600
Indore,1042,4,3,2,17,7032000
Ahmedabad,2298,2,3,1,29,18544000
Mysore,3520,2,4,0,19,24336000
Bangalore,966,4,1,1,1,15270000
Nagpur,1065,4,3,1,6,7523000
Bhopal,3826,1,1,2,14,22340800
Kochi,1731,2,4,0,27,17550000
Ahmedabad,3315,1,4,2,9,27130000
Vadodara,2198,1,3,0,14,17374400
Hyderabad,1469,5,2,0,16,16829000
Mysore,2749,3,3,1,10,19383200
Ahmedabad,3315,2,2,1,1,27120000
Indore,3359,4,1,2,26,20514000
Mumbai,807,4,2,2,20,20775000
Trivandrum,1612,3,3,2,17,15944000
Mysore,3269,2,2,0,24,22289200
Pune,2253,4,4,2,3,30469000
Vadodara,1552,4,1,0,8,12665600
Patna,3008,5,4,0,26,15750000
Ahmedabad,3737,1,4,0,27,29986000
Kolkata,1541,4,4,0,16,14629000
Mumbai,2911,2,4,0,16,73235000
Trivandrum,543,3,2,1,16,5608500
Nagpur,2889,5,4,0,29,18561800
Indore,3671,2,2,0,15,22266000
Pune,3628,5,4,1,19,48094000
Mysore,886,1,3,1,24,6134800
Delhi,1259,4,4,1,7,23682000
Coimbatore,3605,2,3,2,22,27417500
Chennai,2335,3,2,2,14,28590000
Mumbai,547,1,1,0,0,13945000
Patna,1759,1,2,0,18,8825000
Bhopal,3542,5,1,0,24,20933600
Delhi,3704,1,1,0,14,66662000
Jaipur,1757,2,4,1,8,12999000
Trivandrum,3258,5,1,2,4,31901000
Delhi,3113,1,2,1,15,56204000
Jaipur,489,3,4,2,27,3973000
Mumbai,1757,2,1,1,12,44185000
Chandigarh,598,3,2,0,15,8762000
Bangalore,3632,3,1,2,21,54790000
Mysore,937,5,1,0,10,7041600
Chennai,3592,4,4,2,12,44104000
Patna,700,5,4,2,5,4790000
Pune,1123,2,2,0,25,14639000
Bangalore,1998,2,4,0,19,30370000
Vadodara,3410,5,4,0,16,27508000
Chandigarh,1859,4,3,1,4,26986000
Visakhapatnam,467,5,3,2,28,4072400
Vadodara,2906,2,2,2,16,23046800
Hyderabad,1937,4,4,2,0,22547000
Mysore,797,2,2,0,26,5439600
Lucknow,1019,4,3,2,4,7663500
Indore,3757,4,3,2,4,23582000
Visakhapatnam,1984,5,3,0,6,15274800
Surat,1563,5,2,0,15,13975500
Lucknow,1129,5,4,2,17,8388500
Pune,955,4,1,1,5,13115000
Patna,2352,4,4,0,1,12820000
Bhopal,3228,2,2,1,12,19102400
Bangalore,2151,3,3,1,9,32975000
Lucknow,3341,5,1,1,20,22266500
Coimbatore,3057,2,2,1,19,23167500
Pune,3195,2,3,0,10,41995000
Bangalore,2729,1,2,2,25,40985000
Nagpur,3108,5,1,2,20,19899600
Kolkata,3371,2,3,0,1,30979000
Mysore,1395,1,4,0,7,9976000
Coimbatore,2359,5,2,1,23,18302500
Jaipur,2001,4,1,1,21,14387000
Visakhapatnam,3193,1,4,0,18,23259600
Trivandrum,1880,4,1,2,19,18360000
Bangalore,2534,3,2,1,16,38460000
Delhi,1502,3,1,0,15,27306000
Delhi,3676,3,3,0,24,66498000
Bangalore,3238,3,1,0,9,48960000
Patna,3808,2,2,1,4,19580000
Coimbatore,3725,3,3,0,13,28487500
Mysore,2751,2,1,2,23,18826800
Patna,1803,2,1,0,18,9075000
Lucknow,2577,5,3,1,3,17880500
Delhi,3043,2,4,2,19,55334000
Vadodara,1699,2,4,2,15,13892200
Mumbai,2122,3,3,0,23,53400000
Chennai,3005,2,1,0,14,36200000
Coimbatore,1298,4,4,2,27,10435000
Mumbai,1606,3,3,0,8,40800000
Coimbatore,3739,1,2,1,2,28472500
Nagpur,3793,3,1,2,22,23806600
Vadodara,1935,2,2,0,8,15473000
Coimbatore,477,4,1,2,17,4117500
Mysore,3231,3,4,0,3,22840800
Bangalore,3810,4,2,0,18,57630000
Bangalore,3121,1,2,1,23,46825000
Jaipur,1932,1,3,0,3,13974000
Pune,637,5,4,0,8,9351000
Bhopal,1557,5,4,0,0,10260600
Trivandrum,2396,3,1,1,0,23412000
Delhi,1615,5,3,0,19,29800000
Ahmedabad,3827,4,3,0,18,31216000
Trivandrum,677,5,1,0,2,7261500
Delhi,3489,4,2,2,9,63622000
Chennai,923,5,1,1,11,11806000
Visakhapatnam,579,5,1,2,17,4858800
Chennai,522,5,1,1,13,6954000
Bhopal,1669,2,3,1,9,10240200
Indore,2157,2,1,2,9,13342000
Bhopal,3844,5,1,1,17,22905200
Coimbatore,3522,4,1,1,23,26755000
Mysore,1494,3,4,2,0,11249200
Patna,879,1,2,0,29,4205000
Pune,3490,2,2,1,14,45710000
Chandigarh,2197,5,2,2,7,31768000
Delhi,2531,1,2,1,25,45528000
Kochi,3626,2,3,2,2,37040000
Kochi,3012,3,3,0,17,30590000
Hyderabad,3066,4,1,1,8,34366000
Kochi,2804,5,3,0,15,28850000
Delhi,1215,3,2,0,20,22160000
Lucknow,3094,2,4,2,14,20771000
Delhi,842,5,1,1,29,15526000
Chandigarh,3540,1,1,1,4,49830000
Patna,2970,4,2,1,12,15530000
Visakhapatnam,542,2,2,1,21,4102400
Jaipur,591,4,2,1,19,4677000
Kochi,1810,5,3,2,6,19250000
Jaipur,777,3,1,1,15,5789000
Bangalore,3028,4,2,0,6,46140000
Trivandrum,934,1,4,0,26,8983000
Jaipur,2116,2,1,1,24,14832000
Coimbatore,3764,1,1,2,21,28240000
Kochi,1432,4,3,2,15,15140000
Kolkata,3742,3,1,1,12,34088000
Nagpur,1810,3,2,0,16,11592000
Nagpur,2540,1,2,1,8,16058000
Mumbai,2389,5,4,1,11,60815000
Chennai,2976,5,1,1,12,36422000
Chennai,1577,3,1,2,25,19154000
Kolkata,804,1,3,2,8,7746000
Ahmedabad,3287,1,2,0,4,26606000
Surat,1572,1,4,0,6,13872000
Hyderabad,1288,4,2,1,0,15088000
Kolkata,3738,5,1,0,3,34452000
Mysore,821,5,1,1,27,5992800
Mysore,2041,4,4,0,25,14458800
Chennai,871,2,1,1,3,10892000
Pune,3340,4,4,2,15,44360000
Kolkata,946,1,4,1,4,9144000
Patna,1030,4,2,2,21,5730000
Hyderabad,3997,1,4,2,3,44697000
Mysore,3974,3,1,0,5,27493200
Bangalore,1437,1,3,0,25,21565000
Kolkata,3225,5,3,2,22,29855000
Vadodara,2229,4,1,1,2,18146200
Coimbatore,763,1,3,1,24,5832500
Kolkata,2566,2,3,0,7,23614000
Hyderabad,3709,3,4,1,16,41489000
Vadodara,945,2,3,1,28,7551000
Hyderabad,3640,2,3,1,17,40440000
Delhi,2969,2,3,2,17,53922000
Trivandrum,1033,3,2,2,25,10163500
Vadodara,2336,3,1,1,24,18390800
Pune,2080,3,4,0,11,27750000
Visakhapatnam,1362,3,3,1,24,10216400
Trivandrum,3405,2,1,0,24,32287500
Lucknow,1282,5,3,2,0,9603000
Kolkata,3227,5,2,1,22,29673000
Hyderabad,1270,3,2,1,11,14520000
Mumbai,915,4,3,0,10,23635000
Bhopal,3385,1,3,0,12,19903000
Trivandrum,1820,4,3,1,2,18290000
Patna,1265,4,2,1,26,6725000
Bhopal,2553,4,2,0,24,15167400
Trivandrum,1508,5,1,2,7,15216000
Trivandrum,613,1,4,0,2,6413500
Patna,3592,4,4,1,16,18800000
Hyderabad,3603,3,2,2,24,40003000
Bhopal,3297,5,4,2,12,20272600
Chennai,2644,3,3,2,9,32518000
Surat,418,3,1,2,16,3963000
Bangalore,1041,4,2,1,2,16495000
Surat,3483,3,2,2,12,30215500
Chandigarh,1504,1,4,0,21,21266000
Trivandrum,729,3,3,0,5,7635500
Mysore,1265,4,1,0,13,9062000
Trivandrum,1173,3,4,1,26,11633500
Chennai,791,5,2,2,9,10462000
Delhi,1036,5,2,0,19,19258000
Mysore,2754,5,4,0,15,19657200
Nagpur,3738,2,3,0,17,23495600
Patna,3918,5,1,2,12,20380000
Ahmedabad,3912,5,1,0,9,31986000
Bangalore,3342,2,1,2,5,50610000
Jaipur,3099,5,1,2,9,22543000
Mysore,3288,4,3,2,4,23398400
Pune,1425,5,2,1,28,19035000
Lucknow,2967,5,2,1,5,20255500
Trivandrum,2074,2,1,2,6,20163000
Lucknow,3083,4,1,2,10,20719500
Bhopal,3780,3,1,1,15,22274000
Surat,1139,1,4,1,24,9911500
Jaipur,1945,4,4,2,11,14635000
Surat,868,3,2,1,11,7928000
Jaipur,2659,4,2,0,29,18873000
Jaipur,1535,3,1,2,22,11035000
Mumbai,1431,3,4,2,19,36485000
Delhi,3251,4,3,1,25,59058000
Nagpur,2924,2,4,0,4,18828800
Mumbai,1273,4,2,1,15,32445000
Lucknow,859,4,4,0,28,6103500
Patna,2700,3,2,0,5,14090000
Ahmedabad,1949,1,1,2,28,15462000
Trivandrum,1151,3,3,0,8,11584500
Chandigarh,1861,5,1,2,4,27004000
Delhi,2177,4,1,0,20,39506000
Ahmedabad,3428,4,3,2,22,28104000
Vadodara,1253,2,3,0,15,10133400
Ahmedabad,2683,3,3,1,17,22014000
Surat,1729,2,2,0,18,14876500
Visakhapatnam,877,4,1,1,11,6894400
Surat,3126,3,2,0,1,27241000
Bhopal,3491,3,3,0,25,20557800
Kochi,2663,5,2,2,9,27600000
Hyderabad,3302,5,3,0,11,37212000
Indore,534,1,4,0,13,3574000
Mumbai,3352,5,3,0,17,84570000
Hyderabad,1552,3,1,1,18,17362000
Ahmedabad,809,5,1,2,5,7402000
Bhopal,1845,1,1,2,4,11051000
Ahmedabad,1717,4,2,0,26,14056000
Chandigarh,1669,5,1,0,15,23936000
Mumbai,1979,3,3,1,13,50105000
Bhopal,485,4,4,0,12,3653000
Kochi,3003,3,1,2,20,30360000
Bangalore,2265,4,2,2,1,34955000
Surat,3846,3,4,1,1,33681000
Hyderabad,1869,5,1,1,11,21289000
Mysore,777,5,1,2,0,6313600
Trivandrum,3861,1,4,1,18,37029500
Ahmedabad,2080,4,1,0,27,16820000
Coimbatore,1474,1,2,0,27,10905000
Chennai,641,2,3,1,26,7912000
Chandigarh,3765,5,3,2,15,53680000
Mysore,1319,4,4,1,29,9549200
Visakhapatnam,1986,1,3,2,6,14849200
Kochi,2713,1,1,1,26,26960000
Kolkata,3591,2,1,1,20,32419000
Kochi,3159,1,2,1,6,31940000
Kochi,1671,3,3,0,15,17220000
Chandigarh,469,5,4,0,24,7316000
Hyderabad,2504,1,1,2,5,27874000
Hyderabad,1805,1,4,1,17,20225000
Vadodara,2486,2,1,0,0,19810800
Ahmedabad,2407,3,1,1,0,19906000
Lucknow,1200,1,2,2,25,7850000
Pune,3914,5,3,0,24,51512000
Visakhapatnam,1441,5,2,2,13,11265200
Nagpur,3179,1,3,0,5,20119800
Surat,1224,3,4,1,5,11314000
Ahmedabad,1155,5,3,2,3,10450000
Ahmedabad,2799,5,4,0,11,23402000
Jaipur,2395,3,1,0,29,16755000
Delhi,2239,3,4,1,17,40972000
Visakhapatnam,1721,1,4,2,9,13001200
Patna,2730,4,1,2,2,14490000
Bangalore,2009,2,4,2,2,31035000
Surat,509,4,4,1,7,5346500
Chennai,1416,4,1,0,21,17292000
Chennai,3651,5,1,0,22,44242000
Coimbatore,2361,3,1,2,24,17957500
Jaipur,2991,5,3,0,0,22047000
Jaipur,2169,2,1,2,17,15423000
Patna,424,1,1,1,14,2190000
Lucknow,1242,2,4,1,24,8453000
Trivandrum,3238,5,2,1,20,31431000
Chennai,1137,5,2,2,19,14414000
Indore,2504,5,3,0,16,15814000
Ahmedabad,579,5,3,1,24,5342000
Delhi,631,4,2,2,10,12158000
Vadodara,2317,1,2,2,12,18382600
Bhopal,742,4,1,1,24,4623600
Trivandrum,876,5,4,1,19,9252000
Nagpur,2222,3,1,1,24,13946400
Delhi,3023,4,3,0,9,55194000
Chandigarh,854,5,2,0,12,12706000
Lucknow,1655,5,3,2,16,11707500
Visakhapatnam,688,1,1,1,20,4903600
Surat,1636,2,3,1,0,14646000
Ahmedabad,2705,4,3,0,19,22220000
Patna,929,4,4,1,15,5505000
Jaipur,3134,4,3,2,15,22758000
Ahmedabad,3376,5,1,1,27,27418000
Coimbatore,2676,1,4,0,20,20300000
Patna,3697,5,3,2,29,19175000
Vadodara,995,5,1,2,26,8271000
Mysore,834,3,2,1,2,6401200
Mysore,1281,1,4,2,1,9480800
Trivandrum,3468,4,3,1,5,33886000
Indore,2181,2,3,1,10,13626000
Kochi,801,4,4,0,28,8530000
Coimbatore,3069,5,1,2,2,24007500
Surat,2535,1,3,1,25,21637500
Trivandrum,3031,1,1,1,0,29144500
Bangalore,1965,1,4,1,10,29985000
Kolkata,708,3,3,2,12,7102000
Surat,3353,4,2,2,4,29420500
Indore,742,3,2,2,17,4962000
Jaipur,835,2,2,1,14,6185000
Visakhapatnam,576,5,4,2,17,5197200
Patna,538,3,3,1,14,3300000
Trivandrum,593,3,4,2,19,6343500
Bhopal,3657,5,3,2,19,22100600
Trivandrum,3689,1,2,1,19,35135500
Ahmedabad,3635,5,2,2,6,30110000
Coimbatore,1584,4,1,1,16,12360000
Ahmedabad,1342,5,4,2,28,11566000
Coimbatore,924,1,4,2,7,7580000
Kolkata,2024,5,1,2,27,18706000
Indore,3513,3,2,2,12,21688000
Chandigarh,3362,2,2,0,25,47108000
Vadodara,2657,3,4,1,15,21434600
Vadodara,1140,2,3,0,24,9072000
Chandigarh,1261,5,2,2,9,18624000
Vadodara,3746,4,1,2,28,29538800
Bhopal,1353,5,1,1,13,8537400
Patna,1702,1,1,1,5,8760000
Delhi,1674,5,4,1,19,31062000
Trivandrum,3781,2,4,1,21,36359500
Visakhapatnam,2143,3,4,2,25,16019600
Mysore,3280,4,4,1,6,23344000
Patna,2587,5,1,0,5,13705000
Visakhapatnam,1191,5,1,1,26,9005200
Kochi,945,3,4,1,16,10140000
Indore,2244,4,4,0,20,14144000
Bhopal,1416,5,1,0,23,8622800
Vadodara,2327,5,4,0,7,19240600
Chandigarh,1953,2,4,0,11,27902000
Hyderabad,456,2,4,1,25,5376000
Mumbai,2559,1,4,0,24,64125000
Bangalore,404,3,2,2,3,6850000
Vadodara,3881,4,4,1,9,31251800
Kochi,1837,5,1,2,5,19300000
Kolkata,3653,5,1,1,6,33707000
Indore,3484,1,1,1,20,20854000
Visakhapatnam,1762,5,1,2,26,13196400
Hyderabad,2220,3,4,0,7,25210000
Visakhapatnam,1682,1,2,0,2,12460400
Ahmedabad,2537,3,3,2,7,21126000
Lucknow,3063,1,3,0,14,20139500
Nagpur,3338,5,3,1,29,21305600
Ahmedabad,3145,1,3,1,20,25350000
Mumbai,1673,2,1,1,0,42325000
Indore,3726,4,4,0,12,23196000
Hyderabad,3345,5,4,0,21,37605000
Bangalore,3418,4,3,2,17,52050000
Mumbai,1531,5,3,1,14,39185000
Chennai,1067,4,2,2,6,13684000
Ahmedabad,3041,2,2,0,14,24588000
Bangalore,3036,4,2,2,24,46060000
Lucknow,2932,1,1,0,2,19288000
Delhi,3429,4,4,1,29,62302000
Chandigarh,3419,5,1,1,25,48316000
Lucknow,1681,3,1,0,13,11236500
Trivandrum,3086,4,4,0,19,30017000
Coimbatore,1396,4,2,0,3,11250000
Kolkata,2326,4,4,1,3,22034000
Delhi,681,5,3,0,2,13328000
Jaipur,3433,4,2,1,4,24871000
Nagpur,3559,5,4,2,24,22975800
Bhopal,1627,5,1,1,10,10186600
Jaipur,2463,3,4,2,7,18191000
Mysore,3622,1,2,1,25,24599600
Chennai,1335,5,3,1,1,17190000
Vadodara,653,2,1,0,27,4973400
Lucknow,1611,4,3,1,15,11211500
Vadodara,728,2,3,0,24,5858400
Indore,2991,4,1,0,27,18126000
Surat,3230,3,4,0,9,28205000
Coimbatore,3444,5,4,1,17,26800000
Coimbatore,1820,1,3,0,6,14040000
Delhi,1940,5,4,2,4,36230000
Trivandrum,3930,4,2,2,28,37775000
Mysore,3801,1,3,1,6,26316800
Chandigarh,3292,5,3,0,20,46798000
Nagpur,1592,1,3,2,27,10000400
Kochi,2116,4,2,1,5,21980000
Pune,2813,3,3,1,23,36999000
Kochi,1601,3,4,1,0,17020000
Hyderabad,1054,5,4,1,28,12344000
Chennai,1785,2,4,1,10,22080000
Visakhapatnam,1159,4,4,0,12,9184800
Chennai,3086,5,3,0,11,37922000
Mysore,2198,5,2,0,0,15936400
Lucknow,1463,3,1,0,20,9679500
Vadodara,3371,1,4,1,14,26723800
Bangalore,815,4,1,1,0,13025000
Hyderabad,3826,1,1,2,2,42476000
Pune,654,4,3,2,25,9122000
Trivandrum,1566,2,4,0,14,15377000
Vadodara,2276,3,4,1,8,18602800
Ahmedabad,3157,2,4,2,13,25936000
Kolkata,3024,5,1,2,28,27686000
Trivandrum,1299,3,4,2,22,12990500
Lucknow,2458,5,4,2,27,16827000
Pune,425,2,2,0,21,5645000
Coimbatore,3404,4,3,1,23,26110000
Chennai,820,5,4,0,7,10930000
Bhopal,1644,1,4,2,21,9905200
Mysore,2276,4,3,2,3,16536800
Surat,2943,4,3,1,19,25675500
Kolkata,1660,2,1,1,19,15060000
Chennai,2684,2,1,0,5,32528000
Coimbatore,1408,3,1,1,0,11210000
Bangalore,618,3,3,0,27,9540000
Hyderabad,1910,1,2,0,17,21060000
Nagpur,2359,4,4,2,5,15765800
Mysore,2908,1,3,0,29,19704400
Chennai,1062,1,2,2,13,13034000
Delhi,3082,2,3,0,10,55936000
Patna,3615,1,2,0,16,18145000
Kochi,1389,1,3,1,8,14320000
Kochi,588,5,3,1,27,6530000
Surat,654,3,2,2,21,5989000
Coimbatore,467,3,2,1,6,4152500
Kochi,1015,4,2,0,13,10730000
Vadodara,2783,3,2,2,27,22017400
Bhopal,3118,4,2,2,16,18764400
Indore,3268,5,2,2,7,20618000
Pune,1273,3,2,0,27,16699000
Trivandrum,3880,5,2,1,15,37630000
Chennai,2747,3,3,2,11,33714000
Kochi,2025,3,2,0,11,20720000
Nagpur,756,5,2,1,27,5217200
Bhopal,655,1,3,1,27,3849000
Chennai,1407,1,3,2,4,17474000
Surat,2800,1,1,0,4,23990000
Mumbai,2155,1,1,1,13,53965000
Patna,3992,3,2,0,5,20550000
Mysore,2971,2,2,1,6,20702800
Surat,3397,5,1,2,22,29464500
Visakhapatnam,3203,2,1,2,20,23241600
Chandigarh,683,2,4,1,16,10102000
Vadodara,3783,4,4,0,26,30067400
Bhopal,498,1,2,1,8,3198400
Mumbai,596,3,4,0,21,15410000
Surat,2929,1,1,1,12,25006500
Pune,1277,1,2,2,8,16991000
Chennai,3697,2,3,0,26,44504000
Mysore,2268,4,3,2,15,16242400
Nagpur,3062,1,1,0,3,19194400
Visakhapatnam,3065,5,4,1,1,23358000
Visakhapatnam,1788,5,3,2,12,13903600
Pune,2815,1,4,2,12,37145000
Visakhapatnam,969,2,3,0,18,7276800
Coimbatore,3037,2,4,0,11,23337500
Chandigarh,3546,3,3,0,3,50394000
Kolkata,1465,4,3,2,9,14125000
Jaipur,821,2,2,1,15,6067000
Nagpur,3283,3,2,0,27,20504600
Hyderabad,1604,5,1,1,23,18134000
Mysore,944,5,3,0,18,7169200
Lucknow,470,5,4,1,7,4225000
Patna,3576,1,3,0,5,18290000
Bangalore,1623,4,4,1,3,25445000
Bhopal,3572,3,4,2,29,21227600
Chandigarh,1167,4,3,0,6,17178000
Surat,2754,1,4,0,13,23779000
Vadodara,2106,3,1,2,26,16636800
Bhopal,2824,3,2,0,12,16829200
Pune,1054,2,4,0,20,14082000
Surat,3125,4,3,2,4,27602500
Bhopal,2846,4,2,2,8,17346800
Kochi,2196,2,1,1,28,21900000
Trivandrum,620,5,4,2,2,7240000
Kochi,581,1,4,2,9,6420000
Lucknow,706,4,2,0,14,5149000
Bangalore,2969,2,4,2,19,45095000
Coimbatore,1819,3,3,0,20,14052500
Kochi,1413,2,2,2,16,14510000
